"","EN[1]","EN[2]","EN[3]","EN[4]","EN[5]","N[1]","N[2]","N[3]","N[4]","N[5]","beta[1, 1, 1]","beta[2, 1, 1]","beta[3, 1, 1]","beta[1, 2, 1]","beta[2, 2, 1]","beta[3, 2, 1]","beta[1, 1, 2]","beta[2, 1, 2]","beta[3, 1, 2]","beta[1, 2, 2]","beta[2, 2, 2]","beta[3, 2, 2]","beta[1, 1, 3]","beta[2, 1, 3]","beta[3, 1, 3]","beta[1, 2, 3]","beta[2, 2, 3]","beta[3, 2, 3]","beta[1, 1, 4]","beta[2, 1, 4]","beta[3, 1, 4]","beta[1, 2, 4]","beta[2, 2, 4]","beta[3, 2, 4]","beta[1, 1, 5]","beta[2, 1, 5]","beta[3, 1, 5]","beta[1, 2, 5]","beta[2, 2, 5]","beta[3, 2, 5]","p[1]","p[2]","p[3]","p[4]","p[5]"
"29",1251.8739306807,1029.58672239427,1002.51322463284,868.355468240671,1091.3283541674,1250,1053,1048,876,1132,0.106190370651625,1.05368939393884,-0.452485302937889,-0.600555054915717,0.68839228943943,0,0.0896216713768999,0.652077686591623,-0.201470716596976,-0.655579315271326,1.32469398876944,0,0.163796803087548,0.823931625783111,-0.394451823735999,-0.583842787343961,0.725038742306498,0,0.243491345758725,0.744767922783759,-0.594853712445619,-0.852233876094613,1.06223598774692,0,0.257688151191427,0.907329454954579,-0.485809117471405,-0.543069532201265,0.729351646124017,0,0.934682706351112,0.985837388826944,0.723482083749626,0.969872156005176,0.533672515542199
"30",1258.204802257,1009.69474664239,1073.23988450844,912.820425087265,1122.94574702364,1252,1053,1035,894,1184,0.0850682353277074,1.10074396761979,-0.464029448356733,-0.591401735968552,0.684504897915179,0,0.0480395505459947,0.732074892158701,-0.165563070070013,-0.682125188564082,1.35008833530034,0,0.180805296808317,0.84296465399054,-0.358876200976104,-0.536599084068995,0.789404823603204,0,0.218571993869723,0.73052677391704,-0.614924898500676,-0.841501120117984,1.14679615336321,0,0.271969577736837,0.8514074688616,-0.457910201404468,-0.521208806869349,0.745325799913549,0,0.961571997747148,0.983269262380923,0.745450320863187,0.936763273624947,0.469788640269067
"31",1200.10742288842,1125.69825262498,1045.5992016809,850.016820970307,1100.13502687498,1265,1108,1048,832,1145,0.132966175933284,1.02416083174985,-0.481226886315944,-0.599269279365577,0.645991965356244,0,0.0180504456201396,0.684023611302288,-0.311570498304188,-0.573369730568084,1.35008833530034,0,0.0926811908530057,0.84296465399054,-0.257257453775715,-0.558674488216207,0.777424810487645,0,0.194242969840769,0.833127826926913,-0.697180225103728,-0.895318028580569,1.10986428635899,0,0.270971680028247,0.89266712140756,-0.457579654383825,-0.539837926855818,0.740839677052737,0,0.975393809984245,0.96619137881421,0.745450320863187,0.982904243633719,0.496984231000336
"32",1344.90036959722,1146.74410131564,1067.57848100439,860.852889259717,1211.46460534936,1317,1180,1068,849,1218,0.132966175933284,1.01633531842714,-0.494667057739089,-0.50829843028442,0.668689139685604,0,-0.116444765207552,0.696213149739602,-0.0761594730769706,-0.585606125712946,1.45812566096885,0,0.0708931214093833,0.890013977893918,-0.311686070556362,-0.504702749222174,0.671212153956645,0,0.254728947376742,0.849523080215032,-0.680834258338081,-0.936536304007536,1.22048030130558,0,0.270971680028247,0.922963720275714,-0.50300466145813,-0.464069525247339,0.788592470824752,0,0.971046940318888,0.957047307008768,0.761474948318901,0.990747253955293,0.51485164339509
"33",1334.70939934091,1115.02604102132,1043.40368331064,766.327297022323,1252.42302833667,1328,1098,1064,793,1180,0.0668913031575482,1.06560144368465,-0.487770754988315,-0.532289914662715,0.684425022093067,0,-0.0478069297724199,0.782382851094916,-0.0022783048191288,-0.579127167782947,1.33652259090307,0,0.0708931214093833,0.914151743528253,-0.345130811608977,-0.509783862763427,0.607216679535094,0,0.239042798852511,0.876240742873235,-0.670297193176692,-0.958970736350766,1.02064158249266,0,0.235027365143379,1.0033278063581,-0.546076073571046,-0.450275080579634,0.83158837519051,0,0.96889639602072,0.957047307008768,0.817729319477443,0.990212995432496,0.548559152422676
"34",1388.97273575793,994.517664541067,1039.59880787372,844.213078474552,1209.56841827736,1399,1032,1062,862,1248,0.059884388001949,1.00999329786107,-0.497311778775659,-0.493029519633258,0.684985102860185,0,0.0364647643850638,0.85224244615726,-0.101226880776012,-0.617744875980713,1.04348904072544,0,0.0295389749592309,0.914151743528253,-0.303718242128481,-0.541103028465741,0.704248180873618,0,0.288714792631404,0.707837898741927,-0.670297193176692,-0.900156563713854,1.10553504787443,0,0.259109704823189,0.955371580324669,-0.587050948159691,-0.479572280322717,0.819573976551162,0,0.960929526609499,0.939227068886668,0.856742813718195,0.988075252810397,0.517689036320145
"35",1404.54309443739,1049.90108914755,984.694090255733,873.641873673569,1282.17606178693,1429,1046,962,857,1253,0.0464257263727545,0.958593974913573,-0.497311778775659,-0.513552273344355,0.714364912365956,0,0.0333418250378709,0.898963041215138,-0.270638900499021,-0.598577474914194,1.18438501216538,0,-0.00231614046018257,1.05626375780701,-0.296447250587745,-0.520557014874477,0.394277931855516,0,0.258121759215967,0.744563557002794,-0.6675796630989,-0.843031226535988,1.05520605894467,0,0.299353861959703,0.982197148451038,-0.621391878243545,-0.438237536669367,0.856066844603429,0,0.974617022880309,0.938989538274367,0.856742813718195,0.986385565030923,0.484347266059871
"36",1396.7374779026,1124.82700273449,972.492679437233,839.793398155193,1222.12111791884,1403,1158,972,849,1201,0.086327469589867,1.00468488171608,-0.518573828989884,-0.52047998400332,0.715594119896245,0,0.00868817579680752,0.704324178669865,-0.150213526220047,-0.526428735523228,1.17188874735716,0,-0.00231614046018257,1.05626375780701,-0.296447250587745,-0.530772490295095,0.381293001277975,0,0.252082533047357,0.813089921927388,-0.584555491097737,-0.91836230354579,1.13313578517787,0,0.288949603303089,0.991338100357745,-0.628165294856775,-0.433420663782248,0.737836538585421,0,0.971143901855724,0.945251622949195,0.856742813718195,0.9656972439171,0.511004357346034
"37",1509.3875944643,1193.66471674039,1095.86216076969,821.430983836961,1139.85499209092,1420,1207,1094,815,1126,0.0897779673633896,1.02019774070111,-0.566487863760232,-0.476195926475748,0.745140270622451,0,-0.021154445844372,0.739682412051813,-0.150213526220047,-0.520306600129092,1.36997040982449,0,-0.0082771851848951,0.972031824989949,-0.296447250587745,-0.425982729706612,0.459404034418229,0,0.223157412696421,0.840408468695856,-0.587351147656467,-0.91842349370287,1.0857826090273,0,0.301122073316603,0.935352598837703,-0.527990718939602,-0.469407082754871,0.653508220894197,0,0.986771833525085,0.936548242244368,0.836255414229366,0.95596035562598,0.529348720406514
"38",1564.55704879026,1102.92293394663,1057.03706647192,691.587364847774,1202.81176188925,1580,1101,1049,695,1243,-0.00702462153032684,1.01493676637142,-0.570724861932495,-0.341661234404158,0.653586642277168,0,0.029889545627695,0.756461697898078,0.00457344772183738,-0.571788235196064,1.26966218393803,0,0.033179165073012,0.972031824989949,-0.381073765616445,-0.462054370711215,0.459404034418229,0,0.261971423635041,0.947887857114371,-0.508939503106146,-0.983082935834553,0.819465291117957,0,0.29332496942052,1.0293431720114,-0.605070214630528,-0.408522864785569,0.634495755819327,0,0.990360341848073,0.936548242244368,0.87821101955568,0.95596035562598,0.450730126258975
"39",1566.01009400779,1038.94214216458,1055.0588040021,644.646988329679,1183.67474463538,1497,1068,1066,706,1152,0.0318289080060558,0.981537508413616,-0.562274301312826,-0.376013725155573,0.687777090903022,0,0.0126000402193011,0.801867788080709,-0.0517602165349121,-0.652058964519435,1.34465719490229,0,-0.0305804978818474,1.09090084788351,-0.42686418519196,-0.462054370711215,0.450138931128889,0,0.274634009050526,1.02651406625013,-0.512806561520699,-0.995300539981129,0.632535302128769,0,0.319720487108046,1.02712438220697,-0.542310261019914,-0.470279046805583,0.749426141127317,0,0.981990640696726,0.965243354030686,0.902462124502534,0.930968370590029,0.449359453798371
