"site","cid","burn","east","north","ucid","dist","het3","het6","het8","tpi","slope","elev","max.ht","avg.ht","n","shrubs_n","gt25_n"
"Cold",172,1,638166.900581659,4772255.3860298,101172,14.1421356245541,115.724502563477,0.860701441764832,0.00595650216564536,0.0152175100520253,4.63997983932495,1120.23681640625,0.8590087890625,0.149640947580338,0,16,0
"Cold",176,1,638186.90058166,4772255.3860298,101176,28.2842712468857,3.17289686203003,0.158503368496895,0.00128660467453301,-0.00193161389324814,2.33899521827698,1122.9951171875,0.369873046875,0.0539952479302883,0,2,0
"Cold",130,1,638176.900581659,4772265.3860298,101130,14.1421356206852,110.600578308105,1.19096887111664,0.00961166433990002,0.0725209340453148,6.97808647155762,1121.607421875,1.3590087890625,0.182174608111382,0,0,0
"Cold",167,0,638141.90058166,4772255.3860298,101167,-11.1803398834901,142.705429077148,0.754749715328217,0.00446707289665937,-0.0412405207753181,3.34084606170654,1118.26025390625,1.2034912109375,0.135614737868309,0,0,0
"Cold",74,0,638116.90058166,4772275.3860298,10174,-42.4264068683117,105.241477966309,0.772488534450531,0.0043925242498517,0.0168255232274532,3.71428680419922,1118.17248535156,0.698974609375,0.162685677409172,0,11,0
"Cold",399,0,638091.90058166,4772200.3860298,101399,-40.3112887423014,55.7714729309082,0.527788579463959,0.00363722955808043,-0.0647448301315308,5.38022136688232,1120.91638183594,0.8067626953125,0.197058767080307,0,0,0
"Cold",532,0,638096.900581659,4772170.3860298,101532,-26.9258240360184,48.0676651000977,0.778035700321198,0.00596897536888719,-0.030609518289566,3.1035578250885,1123.77282714844,0.8037109375,0.151212006807327,0,13,0
"Cold",200,0,638086.90058166,4772245.3860298,101200,-49.2442890087678,85.7845916748047,0.637781739234924,0.00440912134945393,-0.0285632144659758,3.83145022392273,1122.5625,0.8441162109375,0.0957929268479347,0,3,0
"Cold",164,0,638126.90058166,4772255.3860298,101164,-22.3606797730195,262.954223632812,0.983064234256744,0.0077953883446753,-0.0831174626946449,5.68368339538574,1120.2353515625,1.2445068359375,0.137772500514984,0,0,0
"Cold",84,0,638166.90058166,4772275.3860298,10184,-14.1421356206852,50.4794845581055,0.462395668029785,0.00284699606709182,0.0267201811075211,3.41695952415466,1122.31079101562,0.6746826171875,0.0848453715443611,0,25,0
"Cold",81,0,638151.90058166,4772275.3860298,10181,-24.9999999986961,8.24720764160156,0.245177537202835,0.00190962280612439,0.0454270988702774,3.05597877502441,1121.1767578125,0.391357421875,0.0803592056035995,0,14,0
"Cold",126,0,638156.90058166,4772265.3860298,101126,-14.1421356245541,41.0331497192383,0.594166696071625,0.00446220766752958,-0.00925187487155199,2.89460492134094,1123.54125976562,0.50244140625,0.178014427423477,0,0,0
"Cold",529,0,638081.900581659,4772170.3860298,101529,-41.231056255499,18.9367141723633,0.308820992708206,0.00250022928230464,0.00998685508966446,3.09088516235352,1121.68249511719,0.484130859375,0.108771584928036,0,0,0
"Cold",512,0,638106.90058166,4772175.3860298,101512,-21.2132034364196,143.718215942383,0.599846541881561,0.00393611658364534,0.0148163586854935,3.62112522125244,1122.919921875,0.72900390625,0.138407945632935,0,0,0
"Cold",182,0,638106.900581659,4772250.3860298,101182,-35.3553390589981,71.8121643066406,0.573253273963928,0.00370363774709404,-0.0870340541005135,2.94501233100891,1123.00598144531,0.7064208984375,0.159584209322929,0,13,0
"Cold",269,0,638101.90058166,4772230.3860298,101269,-30.4138126508021,136.530288696289,0.825728476047516,0.00496171833947301,0.0383347384631634,5.88552284240723,1119.59155273438,0.74365234375,0.181172549724579,0,0,0
"Cold",250,0,638121.900581659,4772235.3860298,101250,-14.1421356239779,5.18181610107422,0.140463173389435,0.00111242360435426,0.0400875695049763,4.19788551330566,1121.10034179688,0.381103515625,0.0664156377315521,0,9,0
"Cold",575,0,638091.900581659,4772160.3860298,101575,-29.9999999997672,6.40053033828735,0.232012838125229,0.00161451660096645,-0.0383236445486546,3.77557253837585,1121.55969238281,0.3763427734375,0.0516107529401779,6,11,6
"Cold",362,0,638126.90058166,4772210.3860298,101362,-11.1803398870824,3.14317584037781,0.102547436952591,0.00089174322783947,-0.0302669461816549,2.91963315010071,1120.927734375,0.36279296875,0.0630213096737862,0,0,0
"Cold",113,0,638096.900581659,4772265.3860298,101113,-53.1507290642099,5.13111352920532,0.0867274552583694,0.000764691969379783,0.0024152398109436,3.07543230056763,1121.69323730469,0.31884765625,0.0610636845231056,0,9,0
"Cold",309,0,638081.90058166,4772220.3860298,101309,-50.2493781046778,88.4109497070312,0.682720303535461,0.00385010056197643,0.00471705757081509,4.54961156845093,1119.95556640625,0.7327880859375,0.136572360992432,0,0,0
"Cold",444,0,638096.90058166,4772190.3860298,101444,-35.3553390594591,23.5965538024902,0.610353946685791,0.00392683502286673,-0.00302805216051638,2.89579486846924,1123.82336425781,0.5718994140625,0.137827426195145,0,0,0
"Cold",67,0,638081.90058166,4772275.3860298,10167,-70.7106781185724,191.465637207031,0.791974723339081,0.00572775769978762,0.00990226399153471,1.93071925640106,1124.23620605469,1.1585693359375,0.122582443058491,0,0,0
"Cold",11,0,638131.900581659,4772290.3860298,10111,-47.1699056604805,113.269218444824,1.70104348659515,0.0129327094182372,0.0218722075223923,3.1618173122406,1119.12854003906,0.9091796875,0.180217266082764,0,21,0
"Cold",26,0,638096.900581659,4772285.3860298,10126,-64.0312423722377,38.2398719787598,0.67523592710495,0.00400834763422608,0.0822293534874916,1.88452553749084,1124.38598632812,0.689453125,0.0872437134385109,0,0,0
"Cold",134,0,638086.90058166,4772260.3860298,101134,-57.0087712553653,12.7676935195923,0.222026243805885,0.00181253557093441,-0.0194432996213436,2.7822437286377,1120.08947753906,0.4569091796875,0.125309959053993,0,18,0
"Cold",8,0,638116.90058166,4772290.3860298,1018,-54.0832691271167,153.932556152344,0.717517197132111,0.00448685511946678,0.0703733563423157,2.59820055961609,1117.91735839844,0.90771484375,0.178595215082169,0,18,0
"Cold",122,0,638136.900581659,4772265.3860298,101122,-22.3606797728633,1.47337710857391,0.0826181620359421,0.000661900674458593,0.00851338822394609,2.62409734725952,1122.380859375,0.2705078125,0.0494000799953938,0,25,0
"Cold",77,0,638131.900581659,4772275.3860298,10177,-33.5410196596334,60.9104614257812,0.577764987945557,0.00407850323244929,0.0102998465299606,4.15898466110229,1122.33813476562,0.76953125,0.189390674233437,0,0,0
"Cold",314,0,638106.90058166,4772220.3860298,101314,-25.4950975676215,11.5150108337402,0.266005873680115,0.00210130563937128,-0.00123031751718372,2.58539199829102,1123.40832519531,0.42138671875,0.097944401204586,0,23,0
"Cold",338,0,638116.90058166,4772215.3860298,101338,-18.0277563772231,107.554565429688,0.708588123321533,0.00440741842612624,0.0105162980034947,4.09083414077759,1121.82739257812,0.8173828125,0.208216175436974,0,18,0
"Cold",35,0,638141.900581659,4772285.3860298,10135,-38.0788655282495,61.9039077758789,0.491859197616577,0.0033461800776422,-0.0706439912319183,4.53978443145752,1122.24645996094,0.633056640625,0.0900775864720345,0,0,0
"Cold",41,0,638171.900581659,4772285.3860298,10141,-14.1421356229078,42.516529083252,0.653530061244965,0.00399543903768063,0.0021106256172061,2.1069667339325,1117.458984375,0.69140625,0.148722052574158,0,0,0
"Cold",243,0,638081.900581659,4772235.3860298,101243,-50.9901951363388,36.992244720459,0.612481415271759,0.00389741384424269,-0.023178881034255,2.85839056968689,1118.72473144531,0.55126953125,0.162474453449249,0,0,0
"Cold",578,0,638106.900581659,4772160.3860298,101578,-14.9999999996508,139.73356628418,0.689135730266571,0.0039293235167861,-0.0432230941951275,3.30012702941895,1118.31066894531,0.9361572265625,0.183049783110619,0,16,0
"Cold",93,0,638106.900581659,4772270.3860298,10193,-47.1699056592958,55.3479347229004,0.652678668498993,0.00401047617197037,0.00346994586288929,2.67867827415466,1119.15710449219,0.7069091796875,0.144753813743591,0,29,0
"Cold",139,0,638111.900581659,4772260.3860298,101139,-38.0788655280202,0.672650396823883,0.0190561655908823,0.000198501540580764,0.124749146401882,2.96846675872803,1122.32104492188,0.130126953125,0.0294544119387865,0,0,0
"Cold",2,0,638086.90058166,4772290.3860298,1012,-74.9999999968335,65.0443267822266,0.472105234861374,0.0031480542384088,-0.0406902395188808,3.81725263595581,1119.14147949219,0.65478515625,0.108458392322063,0,15,0
"Cold",419,0,638081.90058166,4772195.3860298,101419,-50.0000000005821,98.1478576660156,0.692111730575562,0.0045889476314187,0.0191454775631428,3.36847400665283,1121.48962402344,0.9315185546875,0.129194840788841,0,1,0
"Cold",424,0,638106.900581659,4772195.3860298,101424,-25.0000000015134,102.006568908691,0.699104309082031,0.0043202405795455,-0.00796413701027632,3.30844902992249,1117.67529296875,0.8756103515625,0.150210618972778,0,0,0
"Cold",356,0,638096.900581659,4772210.3860298,101356,-38.0788655299616,129.280609130859,0.857833802700043,0.0052480660378933,0.0430709198117256,4.68154239654541,1118.98034667969,0.6173095703125,0.152143582701683,0,23,0
"Cold",493,0,638121.90058166,4772180.3860298,101493,-14.142135621426,55.1996765136719,0.489099502563477,0.00333894719369709,0.0163403134793043,2.17751812934875,1124.21862792969,0.618408203125,0.063229613006115,0,19,0
"Cold",381,0,638111.900581659,4772205.3860298,101381,-22.3606797762474,72.7397155761719,0.368185520172119,0.00262848543934524,-0.0393327921628952,2.93691039085388,1121.62036132812,0.7943115234375,0.128507643938065,0,16,0
"Cold",231,0,638131.90058166,4772240.3860298,101231,-11.1803398865618,2.4522168636322,0.0687927901744843,0.000618143763858825,-0.0133274141699076,3.46165084838867,1120.41296386719,0.248046875,0.0598821192979813,0,1,0
"Cold",487,0,638091.90058166,4772180.3860298,101487,-36.0555127540587,61.3129806518555,0.708054006099701,0.00419577723369002,0.047123346477747,2.40009498596191,1119.22375488281,0.745361328125,0.134616076946259,0,0,0
"Cold",289,0,638091.90058166,4772225.3860298,101289,-40,19.1318874359131,0.241189017891884,0.00190420239232481,0.00799698941409588,2.87812376022339,1123.46533203125,0.460693359375,0.105171047151089,0,0,0
"Cold",15,0,638151.900581659,4772290.3860298,10115,-33.5410196633298,3.52091693878174,0.0638751611113548,0.000517999811563641,0.0463764816522598,0.889443576335907,1123.90881347656,0.4105224609375,0.0468766093254089,0,0,0
"Cold",448,0,638116.900581659,4772190.3860298,101448,-15.8113883022408,107.105567932129,0.690195381641388,0.0038050941657275,-0.022288316860795,3.40216994285583,1118.59130859375,0.6597900390625,0.159604445099831,0,26,0
"Cold",536,0,638116.90058166,4772170.3860298,101536,-11.1803398879675,52.2784385681152,0.738245606422424,0.00484192511066794,0.0113362753763795,3.80235838890076,1121.1943359375,0.55859375,0.148102730512619,0,20,0
"Cold",206,0,638116.900581659,4772245.3860298,101206,-25.0000000000698,19.9479141235352,0.367520362138748,0.00280768214724958,-0.0302899219095707,3.02673268318176,1122.35656738281,0.5367431640625,0.0965079739689827,0,20,0
"Cold",118,0,638121.90058166,4772265.3860298,101118,-32.0156211836735,94.4871520996094,0.710498452186584,0.00455509871244431,-0.00649613840505481,4.03838157653809,1119.9755859375,0.920166015625,0.129808872938156,0,1,0
"Cold",224,0,638096.900581659,4772240.3860298,101224,-38.0788655300686,9.14789295196533,0.155247002840042,0.00132143055088818,0.0262130592018366,1.77144694328308,1124.01391601562,0.364501953125,0.0683308392763138,0,0,0
"CorralsTrail",7,1,566404.714098859,4835578.36951736,1027,53.8516480710208,912.019409179688,1.57539308071136,0.0176677480340004,-0.312320202589035,17.2631912231445,1031.00866699219,1.994873046875,0.151851952075958,0,3,0
"CorralsTrail",19,1,566429.714098859,4835578.36951736,10219,77.6208734813001,37.0514755249023,0.0348928533494473,0.00057904003188014,0.041999563574791,12.2897901535034,1034.90856933594,0.06640625,0.0050630453042686,0,10,0
"CorralsTrail",27,1,566359.714098859,4835583.36951736,10227,10.0000000011642,426.745086669922,0.553929328918457,0.00491594104096293,-0.0490083321928978,17.4882125854492,1032.33557128906,1.0462646484375,0.0357679724693298,0,1,0
"CorralsTrail",33,1,566384.714098859,4835578.36951736,10233,35.3553390604798,366.280426025391,0.645304322242737,0.0043403604067862,-0.103835672140121,16.6983947753906,1033.97497558594,1.208984375,0.0655066221952438,0,0,0
"CorralsTrail",40,1,566419.714098858,4835593.36951737,10240,65.1920240504908,1.48180627822876,0.0178827717900276,0.000235889630857855,0.0524358302354813,14.1772413253784,1031.58410644531,0.1583251953125,0.0170671194791794,0,0,0
"CorralsTrail",42,1,566414.714098859,4835583.36951736,10242,61.8465843833614,100.221221923828,0.306989789009094,0.00236692070029676,-0.175690323114395,16.7381858825684,1035.4443359375,0.940185546875,0.0420641899108887,0,3,0
"CorralsTrail",45,1,566394.714098859,4835578.36951736,10245,44.7213595494752,213.34455871582,0.381601750850677,0.0026078368537128,0.02312464825809,18.0902633666992,1026.63684082031,0.51611328125,0.0237232781946659,0,0,0
"CorralsTrail",47,1,566399.714098858,4835593.36951736,10247,45.2769256891701,454.029418945312,1.22828233242035,0.0150069957599044,0.209654614329338,13.0113649368286,1038.56103515625,1.85107421875,0.118723876774311,0,4,0
"CorralsTrail",48,1,566444.714098859,4835583.36951736,10248,91.2414379541288,40.7557067871094,0.232691615819931,0.00153203820809722,0.0658189058303833,17.8777713775635,1029.7734375,0.8236083984375,0.0322734043002129,0,0,0
"CorralsTrail",50,1,566369.714098859,4835588.36951737,10250,18.0277563761899,0.278236150741577,0.00282436283305287,0.00017719593597576,0.0684302747249603,7.83814430236816,1037.77453613281,0.0672607421875,0.00423341058194637,0,0,0
